,bb_width,d_to_ubb,d_to_lbb,MACD,MACD_Oscillator,RSI,d_to_sup2,d_to_res2,fast_k,slow_k,Momentum,ten_to_sen,cloud_thickness,d_to_cloud,volume,return_next_tick,close
2359,346.5640873873999,195.28204369369996,151.28204369369996,-112.10338273148591,-32.574234106973336,38.504092386036426,146.66666666666788,153.33333333332848,40.0,45.906976744186046,-0.003481917672491397,-315.0,332.5,232.5,161666.32160164,0.059952038369304184,16680.0
2360,277.2563995854798,134.6281997927399,142.6281997927399,-110.6024381679963,-24.858631634786974,39.16860803741182,86.66666666666788,113.33333333332848,34.285714285714285,50.438538205980066,-0.0054369165719109335,-315.0,342.5,232.5,86492.96168189,0.3594967046135489,16690.0
2361,226.62744758743065,42.313723793715326,184.31372379371533,-103.37973301804595,-14.108741187869299,43.1387952787438,120.0,60.0,45.16129032258064,53.88940092165899,0.0005217986941310699,-295.0,322.5,252.5,51862.88688539,-0.8358208955223878,16750.0
2362,241.80800464646745,181.90400232323373,59.904002323233726,-107.71089299437881,-14.75192093136171,37.060810397254045,146.66666666666788,213.33333333332848,11.428571428571429,36.175115207373274,-0.005487851415968326,-205.0,312.5,92.5,102781.13692904,-0.12040939193257438,16610.0
2363,261.82267111750116,202.91133555875058,58.91133555875058,-111.47221898159842,-14.810597534865039,36.27452540685202,166.66666666666788,113.33333333332848,39.285714285714285,34.032258064516135,-0.008596316990383856,-185.0,307.5,62.5,153300.47165367,-0.12055455093429313,16590.0
2364,282.87413769691193,228.43706884845597,54.437068848455965,-114.74422972392858,-14.466086621756148,35.46423562760633,73.33333333333212,106.66666666667152,32.142857142857146,32.46082949308756,-0.009502508706621027,-175.0,307.5,42.5,49802.34281018,0.844900422450201,16570.0
2365,260.9044099111852,91.4522049555926,169.4522049555926,-104.8320531861682,-3.6431280671965993,44.76531273137498,233.33333333333212,126.66666666667152,85.18518518518519,42.64072367298174,0.003909515373853867,-175.0,307.5,182.5,80861.06235173,-0.2393776181927043,16710.0
2366,257.3022433723381,132.65112168616906,124.65112168616906,-99.06231882539942,1.7012850348577615,42.86446707835465,93.33333333333212,106.66666666667152,70.37037037037037,47.682539682539684,0.002653279031280609,-175.0,307.5,142.5,67607.39120059,0.5398920215956782,16670.0
2367,262.80537792568066,46.40268896284033,216.40268896284033,-86.23346918291645,11.624107741872592,48.19470487753017,166.66666666666788,153.33333333332848,80.0,61.3968253968254,0.0082056584908889,-220.0,290.0,175.0,112473.31595334,0.2983293556085842,16760.0
2368,310.5264347308621,29.263217365431046,281.26321736543105,-71.21105457204612,21.317217882194342,50.9333686873204,133.33333333333212,126.66666666667152,81.81818181818183,69.9033189033189,0.008647771216155098,-200.0,307.5,242.5,83069.86686526,-1.1897679952409312,16810.0
2369,324.4414002901249,229.22070014506244,95.22070014506244,-74.5842504800894,14.355217579320865,41.486000988325074,166.66666666666788,293.3333333333285,21.21212121212121,67.71717171717172,-0.0031096182102274715,-180.0,302.5,32.5,87743.21185052,-1.5653220951234226,16610.0
2370,523.9338380622703,554.9669190311361,-31.03308096886576,-97.11784555926715,-6.542701999885509,32.9337937713406,253.33333333333212,426.6666666666715,7.142857142857142,52.10870610870611,-0.020640442892077428,-165.0,192.5,-432.5,288202.93181632,-0.3669724770642202,16350.0
2371,661.8626913659755,637.9313456829877,23.93134568298774,-118.45194033002554,-22.3014374165151,31.328766122372826,133.33333333333394,166.66666666666424,7.936507936507936,39.62193362193362,-0.02768363790400783,-160.0,147.5,-537.5,230716.63860814,-0.42971147943523524,16290.0
2372,814.4909794193827,745.2454897096904,69.24548970969227,-139.4008528674567,-34.60027996315699,29.521152765900425,113.33333333333394,186.66666666666424,2.9850746268656714,24.218948547306763,-0.02547041107630632,-155.0,140.0,-615.0,183840.01358454,-0.4315659679408168,16220.0
2373,960.7774629607666,844.3887314803833,116.38873148038329,-159.80925040684087,-44.006942002032915,27.794122675348802,100.0,180.0,1.4705882352941175,8.149429830729222,-0.024199241470822384,-155.0,147.5,-677.5,155516.50387607,0.12383900928791824,16150.0
2374,1048.5460833405832,828.2730416702907,220.2730416702925,-172.38210602422987,-45.26383809553752,29.070878397184998,80.0,100.0,5.88235294117647,5.083476176540273,-0.020403027251648054,-145.0,177.5,-627.5,113243.20991774,-0.43290043290042934,16170.0
2375,1087.6355598779865,856.8177799389923,230.81777993899414,-185.85221106891368,-46.98715451217703,27.254422038643455,120.0,140.0,14.705882352941178,6.59608121855708,-0.018817628346686356,-115.0,187.5,-687.5,225574.73033134,-0.18633540372671176,16100.0
2376,1100.3110671280374,833.1555335640187,267.1555335640187,-196.6809006501462,-46.252675274727636,26.490472938590912,93.33333333333394,166.66666666666424,6.666666666666667,6.342112964588827,-0.013649397882159131,-40.0,147.5,-757.5,144192.26985017,-0.37336652146857663,16070.0
2377,1012.5962231368958,774.2981115684488,238.29811156844698,-207.70986370495848,-45.82531066363191,24.982223359253823,100.0,140.0,10.0,7.7450980392156925,-0.018482187908829363,-65.0,97.5,-867.5,176818.71278593,0.06246096189881367,16010.0
2378,727.7240014058989,542.8620007029494,184.86200070294944,-213.18600440368573,-41.04116108988731,25.741090072981663,133.33333333333394,126.66666666666424,25.0,12.450980392156868,-0.013982049229691186,-135.0,22.5,-932.5,157861.38741705,0.3745318352059934,16020.0
2379,452.2339610815943,292.11698054079716,160.11698054079716,-210.2606331060615,-30.492631833810464,30.29713382123701,193.33333333333394,146.66666666666424,54.166666666666664,22.107843137254907,-0.009103729302186435,-265.0,10.0,-885.0,100226.55600379,-0.43532338308457375,16080.0
2380,377.9711923178984,290.9855961589492,86.98559615894919,-211.15658854973844,-25.110869821989894,28.12881923644578,60.0,120.0,25.0,24.166666666666675,-0.012486604073244667,-285.0,7.5,-957.5,59752.15835021,0.6870705808869504,16010.0
2381,285.50150807150567,117.75075403575283,167.75075403575283,-200.67727627854583,-11.705246040637803,35.893157713905524,153.33333333333394,86.66666666666424,94.44444444444444,41.72222222222223,-0.0024062907705259214,-320.0,-25.0,-880.0,72401.45554063,-0.8064516129032251,16120.0
2382,252.8416280775018,208.4208140387509,44.420814038750905,-200.55043872956776,-9.262726793327772,31.554579532499048,173.33333333333394,246.66666666666424,23.809523809523807,44.48412698412699,-0.008695643273331489,-345.0,-25.0,-1010.0,150230.61685622,0.3126954346466482,15990.0
2383,229.7438186811887,135.87190934059436,93.87190934059436,-194.17698550766727,-2.3114188571418026,34.81801248694589,86.66666666666606,53.33333333333576,47.61904761904761,49.007936507936506,-0.0015703046246801522,-365.0,-30.0,-965.0,51857.41147849,-0.18703241895261513,16040.0
2384,178.1385228784784,124.0692614392392,54.0692614392392,-189.36385850466468,2.0013665166886483,33.777392057868965,80.0,100.0,33.33333333333333,44.84126984126984,-0.00618857239522308,-340.0,-45.0,-1010.0,56937.24370488,0.2498438475952547,16010.0
2385,161.10727964790567,70.55363982395284,90.55363982395284,-180.24401417462468,8.896968677382944,36.502407996684276,120.0,140.0,52.38095238095239,50.317460317460316,7.80810224634053e-05,-360.0,-82.5,-1007.5,76913.29110231,0.37383177570093906,16050.0
2386,181.0586154321718,24.529307716085896,156.5293077160859,-166.25844936704743,18.306026787968165,40.46014116003305,173.33333333333394,126.66666666666424,80.95238095238095,47.61904761904762,0.003313758716915616,-360.0,-82.5,-947.5,63243.8297464,-0.3103662321539469,16110.0
2387,175.32192611812934,76.66096305906467,98.66096305906467,-157.39501882701188,21.73556586240298,38.316843842556956,86.66666666666606,153.33333333333576,42.10526315789473,51.278195488721806,-5.199567264124749e-05,-350.0,-107.5,-1022.5,79552.38756767,0.8094645080946483,16060.0
2388,243.82142828078213,-2.0892858596089354,245.91071414039106,-138.28668984177602,32.675115878111086,46.28421397562267,180.0,100.0,95.45454545454545,60.845295055821374,0.009607182018145033,-335.0,-152.5,-937.5,142941.29460576,0.5558987029030238,16190.0
2389,365.24573158962085,-11.377134205189577,376.6228657948104,-114.5603729463146,45.12114621885803,51.00271706869395,133.33333333333394,86.66666666666424,93.33333333333333,72.84529505582137,0.013137895944015753,-285.0,-182.5,-877.5,199092.52816886,0.4299754299754266,16280.0
2390,475.9084879353177,7.95424396765884,467.95424396765884,-89.08180132797497,56.47977426975814,54.360721702401115,153.33333333333394,126.66666666666424,87.5,79.86910457963089,0.019519510891231294,-235.0,-187.5,-812.5,99806.4123324,-0.48929663608562324,16350.0
2391,512.3366948490802,121.16834742454012,391.1683474245401,-74.48654662610898,56.8600231772993,50.13207318047227,206.66666666666606,213.33333333333576,62.857142857142854,76.2500569605833,0.00894599451410356,-215.0,-187.5,-892.5,96934.16057745,0.4302397049784856,16270.0
2392,527.2991982209296,93.6495991104639,433.6495991104657,-56.618622895288354,59.78235752649593,53.53779321916979,133.33333333333394,106.66666666666424,82.35294117647058,84.29959256429845,0.010248229331797875,-215.0,-187.5,-822.5,72117.52354113,1.591187270501826,16340.0
2393,721.7755883929494,-13.112205803525285,734.8877941964747,-21.233570138718278,76.13392822645281,63.50693843665546,380.0,200.0,97.72727272727273,84.7541380188439,0.02368776802730268,-100.0,-245.0,-655.0,109616.13641156,0.8433734939758963,16600.0
2394,901.6429448512263,9.821472425614047,891.8214724256122,17.899830968437527,92.21386346688689,67.54505075372458,353.3333333333321,226.66666666667152,91.93548387096774,84.47456812637078,0.034016100783566275,15.0,-255.0,-545.0,169798.38368041,0.4181600955794451,16740.0
2395,1031.6330096825404,80.81650484127022,950.8165048412702,53.9399619672804,102.6031955725838,69.3700753056295,213.33333333333212,266.6666666666715,80.0,82.97456812637078,0.03374946721773964,55.0,-265.0,-485.0,253029.77892893,-0.5948839976204656,16810.0
2396,1036.789917646447,243.39495882322444,793.3949588232226,73.58462343968131,97.79828563598777,63.846602591716625,166.66666666666788,253.33333333332848,63.38028169014085,83.07919589297039,0.018663292265038045,60.0,-272.5,-507.5,184365.14686264,0.11968880909634105,16710.0
2397,948.5989668980183,246.29948344900913,702.2994834490091,89.73261036603799,91.15701804987555,64.45616615079518,126.66666666666788,193.33333333332848,63.07692307692307,79.22399227306087,0.01665670293624033,115.0,-275.0,-455.0,89384.14443348,-0.7770472205618661,16730.0
2398,844.9694274548165,365.48471372740823,479.48471372740823,90.9912028540275,73.93248843029205,57.65189645623828,213.33333333333212,286.6666666666715,21.27659574468085,63.93385687654251,0.004610457986707872,115.0,-277.5,-567.5,121527.49096724,0.0,16600.0
2399,760.6430028454633,355.32150142273167,405.32150142273167,90.94034280496999,59.105302704987615,57.65189645623828,93.33333333333212,86.66666666667152,15.909090909090908,48.72857828416714,0.003433339817098202,115.0,-277.5,-537.5,88277.92872478,1.0843373493975905,16600.0
2400,728.2978633620751,202.14893168103663,526.1489316810384,104.22311236420137,57.91045781137519,63.79011943589543,346.6666666666679,193.33333333332848,71.42857142857143,47.014292569881434,0.009499617116423909,160.0,-282.5,-362.5,99632.79732985,-0.6555423122765247,16780.0
2401,539.892993513,257.9464967565,281.9464967565,104.66718410018802,46.68362363788947,58.23495052432422,173.33333333333212,266.6666666666715,42.42424242424242,42.82308471670174,0.004401075736088578,190.0,-297.5,-442.5,94234.21499097,-1.0797840431913563,16670.0
2402,397.34675592539134,381.67337796269567,15.673377962695668,89.46334076968924,25.183824245912547,50.48698324815127,146.66666666666788,293.3333333333285,0.0,30.20770010131713,-0.005550445485928046,275.0,-335.0,-660.0,77426.61308439,0.3032140691328067,16490.0
2403,423.3412072758365,338.67060363791825,84.67060363791825,80.52057644215529,12.99284793470288,52.38218610715911,286.6666666666679,173.33333333332848,39.21568627450981,33.79551820728292,-0.007239431867394341,200.0,-347.5,-587.5,96662.91328755,-0.8464328899637219,16540.0
2404,525.2893382592865,495.64466912964417,29.644669129642352,61.42843257935965,-4.879436742474212,46.961872275164275,120.0,200.0,11.76470588235294,32.966641201935325,-0.010978444030413547,155.0,-397.5,-762.5,62085.68131115,-0.3048780487804881,16400.0
2405,570.083814500591,522.0419072502955,48.04190725029548,41.78155710190549,-19.621049775942694,45.164393989228,160.0,160.0,13.793103448275861,21.43954760587621,-0.011775117449786987,110.0,-462.5,-877.5,104825.25530343,0.9785932721712465,16350.0
2406,549.1164620450527,331.55823102252543,217.55823102252725,38.67609560701021,-18.181209016670387,51.554477782144794,246.66666666666788,133.33333333332848,54.54545454545454,23.863790030118633,-0.008481976790207768,105.0,-472.5,-727.5,51386.16364831,-0.363416111447612,16510.0
2407,514.4835598280279,346.241779914013,168.24177991401484,31.015963716628903,-20.673072725641354,49.237326849922646,100.0,120.0,60.0,35.863790030118636,-0.006717982697333291,105.0,-490.0,-805.0,46954.01248254,0.18237082066869803,16450.0
2408,511.57273839274603,302.7863691963721,208.78636919637393,27.05413999947632,-19.707917154235155,50.43683081360593,106.66666666666788,53.33333333332848,77.77777777777779,43.57620833077223,0.0010407641174999815,85.0,-502.5,-782.5,33658.96511866,0.9708737864077666,16480.0
2409,524.0695458513856,153.0347729256937,371.03477292569187,36.40537053447406,-8.285349295389935,56.3596543864282,253.33333333333212,186.66666666667152,86.04651162790698,58.43256947988304,0.004674881102061134,85.0,-512.5,-632.5,66281.13409884,0.0,16640.0
2410,426.6874994913833,90.34374974569073,336.34374974569255,43.3169571868566,-1.099010114405921,56.3596543864282,106.66666666666788,153.33333333332848,75.60975609756098,70.79590000974005,0.01064724760112441,20.0,-525.0,-645.0,63158.83198926,-0.36057692307692735,16640.0
2411,382.1808763167137,119.09043815835685,263.09043815835685,43.45205263032403,-0.7711317367507959,53.57523623052101,113.33333333333212,166.66666666667152,52.94117647058824,70.4750443947668,0.007013200213341087,20.0,-535.0,-715.0,28903.46082166,-0.3618817852834688,16580.0
2412,381.5523846370361,181.77619231851713,199.77619231851895,38.276391765462904,-4.757434081289546,50.86877329562825,73.33333333333212,106.66666666667152,35.294117647058826,65.53386792417857,-0.006522988469443536,-5.0,-535.0,-775.0,32322.91602742,0.2421307506053294,16520.0
2413,385.0771928385675,145.53859641928284,239.53859641928466,36.97607180848354,-4.8462032306151315,52.58833062891072,166.66666666666788,113.33333333332848,37.93103448275862,57.56451926517474,-0.0017175031792799667,-10.0,-495.0,-660.0,35290.14199648,-0.06038647342995196,16560.0
2414,352.1615790766591,154.08078953832955,198.08078953832955,34.738202077991446,-5.667258368885783,52.09742277030999,73.33333333333212,46.66666666667152,34.48275862068966,47.251768663731276,0.0010972811473702658,-35.0,-397.5,-482.5,18825.61654186,0.7250755287009136,16550.0
2415,292.11869733606727,36.059348668033635,256.05934866803364,42.16165796347195,1.404958013275774,57.25411108287048,160.0,80.0,91.66666666666666,50.4631507775524,0.006652763754112168,0.0,-352.5,-297.5,32008.22136039,1.4997000599880073,16670.0
2416,530.475677523893,-53.76216123805352,584.2378387619465,67.44030108783772,21.346880910113228,65.56975002067156,400.0,220.0,95.91836734693877,59.05858895282252,0.022259105555102444,100.0,-317.5,-2.5,111267.88343211,0.5910165484633634,16920.0
2417,703.7171148819452,-10.141442559026473,713.8585574409717,94.45416335236587,38.68859453971309,68.23192640276986,240.0,200.0,87.6923076923077,69.53822696187228,0.030356513701063424,95.0,-307.5,107.5,210826.06309486,-1.0575793184488869,17020.0
2418,689.0121753479889,198.50608767399535,490.50608767399353,100.18349517383103,35.5343410889426,59.33812089651664,293.3333333333321,366.6666666666715,56.666666666666664,73.2853533986539,0.014907695444410661,90.0,-307.5,-72.5,97845.38381512,0.11876484560569,16840.0
2419,714.0992772561585,213.04963862807926,501.04963862807926,105.12603725419831,32.3815065354479,59.96258601928546,186.66666666666788,173.33333333332848,56.36363636363636,77.66152894724323,0.008646535394916577,90.0,-250.0,5.0,63824.01012447,-0.9489916963226541,16860.0
2420,706.7421343350288,375.3710671675144,331.3710671675144,95.03684900087683,17.83385462570112,52.955941178554056,120.0,240.0,14.893617021276595,62.30691901816522,-0.00401176890762921,90.0,-217.5,-122.5,66199.89642804,-0.5389221556886259,16700.0
2421,696.977602063198,463.488801031599,233.488801031599,78.86968613572753,1.3333534084414538,49.45528341407851,140.0,200.0,7.547169811320755,44.63267951104162,-0.008269339588596047,90.0,-102.5,-77.5,74520.65507454,-0.18061408789885602,16610.0
2422,669.1819217854209,485.5909608927104,183.59096089271043,62.91114330821074,-11.700151535260275,48.30891122400917,133.33333333333212,146.66666666667152,11.11111111111111,29.316440194802304,-0.01505319998330331,115.0,-85.0,-75.0,50638.06302718,-0.4825090470446325,16580.0
2423,700.031745311906,575.015872655953,125.01587265595299,43.30930897544749,-25.04158869441882,45.29378839245332,180.0,180.0,16.9811320754717,21.37933327656331,-0.016118729472742066,70.0,-52.5,-117.5,77631.0480406,-0.60606060606061,16500.0
2424,787.005576713258,703.502788356629,83.50278835662903,19.480985108177265,-39.09593004935124,41.78324294154343,100.0,160.0,4.0,10.906606003836037,-0.015612757390068155,55.0,-47.5,-207.5,98977.96497534,0.5487804878048674,16400.0
2425,834.7561187423344,619.3780593711672,215.37805937116718,7.769552048543119,-40.64589048718831,45.850987625251655,146.66666666666788,113.33333333332848,30.555555555555557,14.03899371069183,-0.010143153910883827,55.0,-47.5,-117.5,48344.57602985,0.42449969678592936,16490.0
2426,782.5201452855836,487.2600726427918,295.2600726427918,4.089431536878692,-35.460808799082194,48.844872277104876,173.33333333333212,106.66666666667152,64.28571428571429,25.386702605570537,-0.000575942320248246,35.0,-15.0,-5.0,48099.35056489,0.4227053140096526,16560.0
2427,592.4112685551318,283.20563427756497,309.2056342775668,6.743588611367159,-26.245321379674984,51.7196209265513,126.66666666666788,73.33333333332848,96.15384615384616,42.395249614117546,0.006893519278552707,-25.0,30.0,140.0,31809.24668995,0.060132291040293495,16630.0
2428,506.3332236120041,210.16661180600204,296.16661180600204,9.543927189824899,-18.755986240973794,52.133458008054596,133.33333333333212,186.66666666667152,68.42105263157895,52.683233725338994,0.0023241637214477025,-55.0,137.5,322.5,46667.63130068,-1.2019230769230727,16640.0
2429,381.9249489973881,305.96247449869406,75.96247449869406,-4.32525400585655,-26.100133949324192,44.008676064326664,166.66666666666788,293.3333333333285,11.11111111111111,54.105455947561225,-0.011529608660043468,-115.0,100.0,85.0,57875.49936423,-0.36496350364964014,16440.0
2430,380.4325024086138,333.2162512043069,47.2162512043069,-19.928455751691217,-33.36266855612709,41.89905086436669,113.33333333333212,166.66666666667152,7.317073170731707,49.45775947059646,-0.013345572936434891,-130.0,77.5,2.5,77253.04596862,0.42735042735042583,16380.0
2431,369.0468202756183,241.52341013780824,127.52341013781006,-26.342035971345467,-31.820999020625067,45.19957132705307,206.66666666666788,133.33333333332848,31.11111111111111,42.82283883567581,-0.011300430824956987,-170.0,55.0,50.0,56851.90032465,-0.18237082066869803,16450.0
2432,368.2752593735513,255.13762968677474,113.13762968677656,-33.45988900986413,-31.15108164731498,44.044785098637604,60.0,100.0,24.444444444444443,28.48095849379547,-0.006497797803314387,-170.0,52.5,17.5,39322.38396731,0.0,16420.0
2433,378.5586700455533,252.27933502277665,126.27933502277665,-38.65524521941552,-29.077150285493097,44.044785098637604,133.33333333333212,86.66666666667152,32.35294117647059,21.267336202773798,-0.00485511156125581,-170.0,52.5,17.5,34258.39908477,0.5481120584652777,16420.0
2434,360.83852960075455,164.41926480037728,196.41926480037728,-35.10567820160577,-20.422066614146672,48.61265843035225,206.66666666666788,233.33333333332848,60.60606060606061,31.166326101763694,-0.001364432625641121,-170.0,62.5,117.5,58867.55390573,-0.24227740763174133,16510.0
2435,362.11723086437087,203.05861543218634,159.05861543218452,-35.11549688336163,-16.345508236722026,46.784646596854664,66.66666666666788,113.33333333332848,48.484848484848484,39.39988116458706,0.001706342387575055,-170.0,62.5,77.5,37523.19590349,-0.36429872495445936,16470.0
2436,361.7488385913821,247.87441929569104,113.87441929569104,-39.50933776640886,-16.591479295815404,44.10548926655005,73.33333333333212,106.66666666667152,25.806451612903224,38.33894926494547,0.0003668950698153317,-170.0,40.0,-5.0,44942.12046541,0.3656307129798808,16410.0
2437,291.17386940144934,136.58693470072467,154.58693470072467,-37.71523204496407,-11.837898859496484,47.352313928564804,126.66666666666788,93.33333333332848,45.16129032258064,42.48231844057271,-0.001089216652127556,-225.0,40.0,55.0,28227.6791272,0.12143290831816422,16470.0
2438,159.10862816185,35.55431408092409,123.5543140809259,-34.28434884958551,-6.725612531294338,48.427712610671634,80.0,80.0,40.0,44.011730205278596,0.0010406820499905265,-230.0,52.5,87.5,32944.69772071,0.4851425106124907,16490.0
2439,222.6706586468281,0.33532932341404376,222.33532932341404,-24.823863738114596,2.1878980641412653,52.59857873364863,113.33333333333212,66.66666666667152,94.73684210526315,50.8378865051191,0.006894048972908129,-230.0,55.0,170.0,47186.5165179,0.12070006035003189,16570.0
2440,247.29649321319994,13.648246606600878,233.64824660659906,-15.533468123845523,9.18263494272827,53.60869448248747,100.0,100.0,80.0,57.140916808149406,0.0044956901568735,-220.0,97.5,232.5,47086.42343555,-0.3616636528028905,16590.0
2441,250.72339783556708,83.36169891778263,167.36169891778445,-12.863973347721185,9.481703775082089,50.15562465685968,106.66666666666788,113.33333333332848,56.00000000000001,63.17962648556876,0.0034006429623435475,-220.0,115.0,190.0,33391.50555059,-0.1814882032667886,16530.0
2442,231.86202793900884,111.93101396950442,119.93101396950442,-13.019053242809605,7.461299103994936,48.47435694142788,53.33333333333212,86.66666666667152,26.31578947368421,59.41052631578948,0.0009982886174854876,-190.0,165.0,210.0,43787.78797928,-0.727272727272732,16500.0
2443,259.09243309845806,241.54621654922812,17.54621654922994,-22.56483887864306,-1.6675892254708131,42.35794427229165,113.33333333333212,206.66666666667152,3.7037037037037033,52.151267056530216,-0.00881952201613293,-180.0,207.5,67.5,71483.52696427,-0.48840048840048667,16380.0
2444,352.48955855298664,347.2447792764942,5.244779276492409,-36.168347979328246,-12.216878660924799,38.83949182331793,100.0,140.0,8.108108108108109,34.82552025709921,-0.011875320335914962,-150.0,210.0,-10.0,108224.25414439,-1.411042944785279,16300.0
2445,617.7953634587266,669.8976817293624,-52.102318270635806,-64.7617713718355,-32.64824164274563,30.894106219172357,180.0,340.0,1.8867924528301887,19.20287874766525,-0.026345901344618596,-120.0,210.0,-240.0,180126.37358733,0.0,16070.0
2446,769.4269151633343,711.7134575816672,57.71345758166717,-86.42600028195557,-43.44997644229256,30.894106219172343,86.66666666666606,93.33333333333576,7.547169811320755,9.512312709929398,-0.02419611740353296,-60.0,210.0,-240.0,145489.18341343,0.8711885500933381,16070.0
2447,795.420224367801,558.7101121839005,236.7101121839005,-91.24639614849548,-38.61629784706597,39.61463294012091,273.33333333333394,146.66666666666424,38.46153846153847,11.941462507500251,-0.011725614317128197,-60.0,210.0,-100.0,150397.47540612,0.18507094386182033,16210.0
2448,791.7799918888759,501.88999594443885,289.88999594443703,-91.59005221318148,-31.167963129401578,41.32335262544353,146.66666666666606,193.33333333333576,60.526315789473685,23.305984924654247,-0.001509821046687254,-60.0,222.5,-57.5,209507.48794764,0.24630541871921707,16240.0
2449,728.3588858980584,401.1794429490292,327.1794429490292,-87.62465394804167,-21.762051891409413,43.61438311215728,180.0,160.0,77.14285714285715,37.11293473160406,0.00239518703615329,-85.0,200.0,-40.0,88035.10825306,-0.06142506142505777,16280.0
2450,619.4621322835883,324.73106614179414,294.73106614179414,-84.31700967822508,-14.763526097274251,43.16067298125609,113.33333333333394,86.66666666666424,74.28571428571429,51.59271909818087,-0.001369721609014407,-100.0,192.5,-57.5,58096.55156345,-0.8604794099569713,16270.0
2451,539.711857280241,384.8559286401214,154.8559286401196,-91.93276405739198,-17.903424381152917,37.3090579719252,126.66666666666606,233.33333333333576,34.285714285714285,56.940427993059586,-0.007577402598384787,-115.0,192.5,-197.5,77766.60014231,-0.12399256044637319,16130.0
2452,425.4984005714796,308.7492002857398,116.74920028573979,-98.44729795494459,-19.534366622964413,36.546762926944226,73.33333333333394,126.66666666666424,3.8461538461538463,50.01735106998266,-0.01026101562303936,-185.0,182.5,-227.5,78225.62922412,0.4345127250155123,16110.0
2453,348.30382650145475,180.15191325072738,168.15191325072738,-96.84532539086285,-14.345915247106134,41.08403222954037,100.0,60.0,32.0,44.31208791208792,-0.007555764249338825,-200.0,152.5,-187.5,46315.16770735,0.803461063040789,16180.0
2454,354.3005629248837,54.15028146244185,300.15028146244185,-84.11619787893687,-1.2934301881441144,48.45548708246569,193.33333333333394,126.66666666666424,87.5,46.383516483516495,0.004569738365332388,-145.0,137.5,-72.5,69730.50983164,0.7357449417535245,16310.0
2455,427.9356130177621,6.96780650888104,420.96780650888104,-63.611996006300615,15.368617347593727,54.15729995363327,240.0,120.0,100.0,51.52637362637364,0.013306347803554464,-105.0,107.5,17.5,68074.8439599,0.060864272671934394,16430.0
2456,448.2063017059045,44.10315085295224,404.10315085295224,-46.02480655045656,26.36464544275023,54.60792363007112,93.33333333333212,126.66666666667152,80.95238095238095,60.85970695970697,0.012887005606294077,-15.0,100.0,20.0,125508.88327438,0.48661800486617945,16440.0
2457,547.3004456217532,44.650222810876585,502.6502228108766,-25.339403910691544,37.6400384660122,58.15192569425306,306.6666666666679,153.33333333332848,100.0,80.09047619047621,0.019291830848484827,-15.0,100.0,100.0,95764.49258187,-0.4237288135593209,16520.0
2458,576.2098383208777,150.10491916043975,426.10491916043793,-14.428169319298831,38.841018445923936,54.16681872622649,60.0,100.0,79.41176470588235,89.57282913165265,0.01166942313459518,-15.0,100.0,30.0,55164.73227323,-0.3039513677811523,16450.0
2459,584.2982495647539,216.14912478237602,368.14912478237784,-9.703661655736141,34.852420887589304,51.45441000104622,106.66666666666788,113.33333333332848,55.55555555555556,83.18394024276378,0.00520679695577847,-15.0,100.0,-20.0,65390.56254179,1.1585365853658436,16400.0
2460,666.1864937421287,99.09324687106346,567.0932468710653,9.265153883017774,43.056989141074574,59.71061899581394,366.6666666666679,333.3333333333285,66.66666666666666,76.51727357609711,0.011579203487657463,45.0,80.0,130.0,184119.46865887,0.12055455093429313,16590.0
2461,653.2516955797091,120.62584778985547,532.6258477898537,25.61661729505431,47.52676204248888,60.472679317226266,140.0,140.0,71.11111111111111,74.54901960784315,0.012203946662837395,50.0,80.0,150.0,110167.07269545,0.18061408789886713,16610.0
2462,567.583571917914,100.79178595895792,466.7917859589561,40.52882803331522,49.951178224599836,61.64460784017804,200.0,320.0,56.86274509803921,65.92156862745098,0.015514956517000699,85.0,70.0,160.0,218794.66133107,0.6009615384615419,16640.0
2463,521.8939866805522,33.946993340276094,487.9469933402761,59.727525015903666,55.31990016575062,65.33412352623087,153.33333333333212,86.66666666667152,76.47058823529412,65.33333333333334,0.016079499232252825,120.0,42.5,232.5,142175.29412495,-0.35842293906810374,16740.0
2464,473.6618578221605,106.83092891108026,366.83092891108026,69.3022588339918,51.91570718707099,61.51088956623218,166.66666666666788,173.33333333332848,61.702127659574465,66.56264775413712,0.013378043327309764,140.0,15.0,120.0,104914.90039828,-0.23980815347721673,16680.0
2465,453.11759572493065,157.55879786246442,295.55879786246624,72.82317839136522,44.34930139555553,59.03082447612065,80.0,80.0,31.25,59.47931442080378,0.01007627604088155,140.0,10.0,70.0,111278.41369992,3.3653846153846256,16640.0
2466,880.6159460539147,-112.69202697304354,993.3079730269583,119.4242045016581,72.76026200467872,74.51988716070605,900.0,620.0,77.92207792207793,60.841507782997155,0.03568383737744274,170.0,-40.0,525.0,1425926.92900347,5.523255813953498,17200.0
2467,2071.3495332485254,-304.3252333757373,2375.6747666242627,230.35749613220833,146.95484290818314,84.92923431333375,1586.6666666666679,1253.3333333333285,77.11442786069652,64.89184433552862,0.09281662753701056,170.0,-40.0,1475.0,2194542.62701431,-0.49586776859503745,18150.0
2468,2525.281942454916,173.64097122745807,2351.640971227458,307.46639987543676,179.25099732112923,81.53103619549805,493.3333333333321,606.6666666666715,72.636815920398,64.1250898725494,0.08797725996631112,190.0,-25.0,1400.0,1513765.32882058,-0.6644518272425293,18060.0
