,Unnamed: 0,bb_width,d_to_ubb,d_to_lbb,MACD,MACD_Oscillator,RSI,d_to_sup2,d_to_res2,fast_k,slow_k,Momentum,ten_to_sen,cloud_thickness,d_to_cloud,volume,return_next_tick,close
6508,10435,40.49691346262807,14.748456731314036,25.74845673131404,-1.6272124478114165,1.1183423457856967,50.371804889239975,10.0,10.0,60.0,55.33333333333336,0.0011582257783735,7.5,-26.25,-41.25,23205.96075629,-0.1275510204081675,3920.0
6509,10436,29.888682361939573,16.444341180969786,13.444341180969786,-1.6686955584250427,0.8614873881376566,48.60242431448727,13.333333333333483,16.66666666666606,40.0,43.33333333333336,-0.0006377551020408,5.0,-27.5,-47.5,24321.57603331,-0.5108556832694733,3915.0
6510,10437,38.23901439919519,39.61950719959759,-1.3804928004024075,-3.277621692855518,-0.5979509970342551,42.2147516087136,16.666666666666515,33.33333333333394,0.0,40.00000000000003,-0.0065015443456198,0.0,-31.25,-71.25,34151.90395217,-0.1283697047496756,3895.0
6511,10438,49.21607686744028,47.10803843372014,2.1080384337201394,-4.899684941279702,-1.7760113963667503,40.77206460801656,13.333333333333483,16.66666666666606,12.5,30.50000000000003,-0.0052356387797468,-5.0,-25.0,-70.0,29554.6912692,-0.1285347043701756,3890.0
6512,10439,58.72724145478424,53.36362072739212,5.363620727392117,-6.51355574911895,-2.7119057633647983,39.32476417947852,16.666666666666515,13.33333333333394,20.0,26.50000000000003,-0.0075343168379836,-5.0,-23.75,-73.75,45228.43058958,-0.5148005148005175,3885.0
6513,10440,79.88881162103917,78.94440581051958,0.9444058105195836,-9.299197484615432,-4.398037999089024,34.109086445530096,30.0,50.0,7.6923076923076925,16.03846153846157,-0.010488631215991,-5.0,-27.5,-97.5,81166.57581846,-0.3880983182406261,3865.0
6514,10441,96.05553948974648,94.02776974487324,2.02776974487324,-12.572287761889129,-6.136902621090176,30.80870585068871,13.333333333333483,26.66666666666606,0.0,8.038461538461567,-0.0140699596033786,-7.5,-28.75,-113.75,93471.62238834,0.2597402597402487,3850.0
6515,10442,105.00793620801414,84.00396810400707,21.003968104007072,-14.195679998933429,-6.208235886507579,35.30309687120476,26.666666666666515,23.33333333333394,27.27272727272727,13.49300699300702,-0.0102417688624584,-7.5,-31.25,-106.25,104054.81466972,0.1295336787564771,3860.0
6516,10443,101.4560660253146,71.7280330126573,29.728033012657303,-14.906933973838475,-5.5355918891301,37.48948453515577,16.666666666666515,13.33333333333394,36.36363636363637,18.26573426573429,-0.0056185427262066,-7.5,-32.5,-102.5,32424.92905189,-0.3880983182406261,3865.0
6517,10444,101.74041041351666,80.37020520675833,21.370205206758328,-16.490885846213132,-5.695635009203803,33.799229252206715,20.0,30.0,9.090909090909092,16.083916083916115,-0.005901734313335,-7.5,-28.75,-113.75,62941.13124526,0.3896103896103842,3850.0
6518,10445,85.27081042836835,51.635405214184175,33.635405214184175,-16.347362260794853,-4.441689139028417,40.14430885335142,30.0,30.0,57.14285714285714,25.97402597402601,-0.0037028555995987,-10.0,-22.5,-90.0,59166.18936169,-0.2587322121604174,3865.0
6519,10446,65.4556677793762,45.7278338896881,19.7278338896881,-16.84634107836382,-3.9525343652779057,37.55972928527871,30.0,50.0,22.22222222222222,30.418470418470445,-0.0051349917969002,-20.0,-18.75,-96.25,81044.33799454,-0.1297016861219191,3855.0
6520,10447,56.60781257427334,41.80390628713667,14.80390628713667,-17.444158202346443,-3.64028119140842,36.301260873162434,6.666666666666515,13.33333333333394,11.11111111111111,27.186147186147217,-0.0035714285714285,-20.0,-17.5,-100.0,44338.4396514,0.2597402597402487,3850.0
6521,10448,42.635405214181446,21.817702607090723,20.817702607090723,-16.916018818546036,-2.4897134460864105,40.588751869393406,30.0,30.0,33.33333333333333,26.580086580086608,-0.0034565367883831,-20.0,-18.75,-91.25,70981.6829026,0.5181347150259086,3860.0
6522,10449,37.71236166327799,-1.1438191683610055,38.856180831638994,-14.714017662365675,-0.2301698319248402,48.11122253341211,40.0,20.0,77.77777777777779,40.317460317460345,0.0036366188792717,-25.0,-18.75,-71.25,24758.12076213,0.0,3880.0
6523,10450,45.26465385804386,4.132326929021929,41.13232692902193,-12.821121968351235,1.33018068967168,48.11122253341211,16.666666666666515,13.33333333333394,77.77777777777779,44.44444444444447,0.0057196274162854,-20.0,-18.75,-71.25,24867.31031523,-0.1288659793814428,3880.0
6524,10451,45.01851470968722,11.509257354843612,33.50925735484361,-11.590834778244698,2.048374303822575,46.40753591841476,10.0,10.0,75.0,55.00000000000002,0.0022044013030279,-20.0,-20.0,-77.5,24347.81299954,0.1290322580645098,3875.0
6525,10452,48.8080139139247,10.404006956962348,38.40400695696235,-10.095984873993077,2.8345793664593586,48.37622774484604,13.333333333333483,6.66666666666606,87.5,70.2777777777778,0.00272172192831,-20.0,-28.75,-81.25,13717.65539001,0.0,3880.0
6526,10453,51.85449728701042,13.427248643505209,38.42724864350521,-8.809752215403023,3.296649620039529,48.37622774484604,16.666666666666515,23.33333333333394,66.66666666666666,76.94444444444447,0.0038961038961038,-17.5,-28.75,-81.25,55079.31004349,-0.1288659793814428,3880.0
6527,10454,46.18802153516663,18.094010767583317,28.094010767583317,-8.100484437699834,3.204733918194176,46.399457120344685,16.666666666666515,23.33333333333394,20.0,65.38888888888891,0.0019430051813471,-17.5,-28.75,-86.25,52754.18837941,-0.2580645161290307,3875.0
6528,10455,46.18802153516663,28.094010767583317,18.094010767583317,-8.250197894624762,2.444016369015399,42.64611278610681,16.666666666666515,23.33333333333394,14.285714285714285,52.69047619047622,-0.0030927835051546,-17.5,-28.75,-96.25,68889.64554967,0.0,3865.0
6529,10456,41.95235392680206,26.97617696340103,14.97617696340103,-8.273475413360302,1.936591080223888,42.64611278610681,6.666666666666515,3.33333333333394,14.285714285714285,40.54761904761907,-0.0023135627259338,-17.5,-28.75,-96.25,42071.70567466,-0.2587322121604174,3865.0
6530,10457,37.77124126456965,35.38562063228483,2.3856206322848266,-8.995148963213978,0.9719340242961696,38.98839469677392,13.333333333333483,26.66666666666606,0.0,23.047619047619072,-0.0046464966823853,-15.0,-28.75,-106.25,40068.39464326,-0.1297016861219191,3855.0
