,Unnamed: 0,bb_width,d_to_ubb,d_to_lbb,MACD,MACD_Oscillator,RSI,d_to_sup2,d_to_res2,fast_k,slow_k,Momentum,ten_to_sen,cloud_thickness,d_to_cloud,volume,return_next_tick,close
4288,8215,1862.01802115544,1016.00901057772,846.0090105777199,-887.6361915397865,55.43313966640744,36.93642671115647,433.33333333334303,866.6666666666279,36.66666666666666,56.905405405405375,-0.0031444249966214,-1525.0,-775.0,-5900.0,276.71087991,0.0754432289701956,132550.0
4289,8216,1417.352775030071,608.6763875150355,808.6763875150355,-850.6144669057976,73.96389144031707,38.08643456053706,333.33333333334303,466.6666666666279,15.0,48.405405405405375,-0.0013246824131612,-1600.0,-775.0,-5800.0,162.15119099,-0.0753863550697286,132650.0
4290,8217,1373.5598518678453,711.7799259339226,661.7799259339226,-819.8924380113313,83.74873626782676,37.35288234531336,500.0,1000.0,5.0,33.189189189189165,-0.0045281003637729,-1525.0,-862.5,-5987.5,521.98043283,0.0377216144850978,132550.0
4291,8218,1057.4602698062663,568.7301349031331,488.7301349031332,-782.490364797588,96.92064758525612,37.99591892343854,800.0,800.0,36.36363636363637,31.272727272727245,-0.0023989104396859,-1200.0,-862.5,-5937.5,1245.85108667,0.0754147812971339,132600.0
4292,8219,904.556367629324,437.2781838146621,467.2781838146621,-736.2922690911219,114.4949946333777,39.33705472066845,566.666666666657,533.3333333333721,45.45454545454545,27.69696969696967,0.0012459823953255,-1175.0,-862.5,-5762.5,106.80563731,0.0,132700.0
4293,8220,811.3089560819208,420.6544780409604,390.6544780409604,-691.706384773046,127.26470316116296,39.33705472066845,400.0,200.0,45.45454545454545,29.45454545454543,0.0011384966071993,-1075.0,-862.5,-5762.5,53.16165168,0.2260738507912529,132700.0
4294,8221,884.6845011998084,177.34225059990422,707.3422505999042,-624.960106349783,155.20878526754086,43.582806305525565,833.333333333343,566.6666666666279,72.72727272727273,40.99999999999998,0.0036609947179855,-850.0,-862.5,-5162.5,58.26758524,0.5639097744360999,133000.0
4295,8222,1497.9986648847116,-206.0006675576442,1703.9993324423558,-505.7149012449663,219.56319229788608,52.5280617042795,2333.333333333343,1166.666666666628,100.0,59.99999999999998,0.0084833170306194,-725.0,-950.0,-4450.0,707.73804969,-0.5607476635513975,133750.0
4296,8223,1455.8693470060823,572.9346735030413,882.9346735030413,-466.3550978010462,207.138396593445,44.86693943021103,300.0,600.0,57.14285714285714,64.15584415584412,0.002450057664331,-600.0,-1025.0,-4800.0,256.53213332,0.037593984962414,133000.0
4297,8224,1474.072212914005,542.0361064570025,932.0361064570023,-426.214452962653,197.82323314547057,45.43826363711004,666.666666666657,333.33333333337214,60.0,67.06493506493504,0.0010558629383391,-600.0,-1025.0,-4725.0,106.09384743,0.2254791431792524,133050.0
4298,8225,1526.2153626960935,348.10768134804675,1178.1076813480468,-365.9764611039718,206.44898000332148,48.86236857499852,1100.0,900.0,77.14285714285715,73.40259740259737,0.0012571717952639,-300.0,-1025.0,-4425.0,137.68747981,-0.2624671916010457,133350.0
